epoch,train_loss,train_acc,val_loss,val_acc
1,1.5832758425446727,42.216,1.26902909671204,54.25
2,1.033898726906008,62.98,0.9702553613276421,66.3
3,0.8181136011162682,71.156,1.0546523770199547,62.94
4,0.683395621340598,76.21,0.8274596914460387,71.7
5,0.6039846269675838,78.932,0.6856535529788537,75.95
6,0.5511511047477917,80.77,0.7183616757392883,76.09
7,0.5021395962256605,82.644,0.769222310072259,74.51
8,0.4711841571209071,83.588,0.6164104429226888,79.39
9,0.4318186102620781,85.034,0.5745295821865902,80.83
10,0.39726441031526727,86.28,0.6149831282187112,79.12
11,0.365337836429896,87.358,0.7262468896334684,75.47
12,0.3320387961614467,88.476,0.5848307949078234,80.23
13,0.3021376534648564,89.566,0.4988188788860659,83.69
14,0.2667389248147645,90.752,0.5868628451341316,81.81
15,0.23108839813400717,91.908,0.5501403868952884,82.77
16,0.201087692528582,93.0,0.426549825110013,86.41
17,0.1657966970635192,94.29,0.4688193892376332,85.29
18,0.13773190382572695,95.266,0.4508973642995086,85.76
19,0.10188199028067882,96.572,0.4614899422548994,86.56
20,0.07636126931375631,97.44,0.4063286636071869,88.36
21,0.05408826805270084,98.284,0.457056794928599,87.16
22,0.03889404260136587,98.852,0.4426118627756457,87.71
23,0.023653309772034056,99.394,0.40937003606482397,89.21
24,0.016659656070622964,99.586,0.41151664396630055,89.03
25,0.009733950970825427,99.834,0.40733236602590056,89.49
26,0.006119102635897239,99.932,0.4021663407358942,89.76
27,0.0044315560303135396,99.954,0.4068854396479039,89.71
28,0.003449674351843517,99.982,0.4068677823377561,90.01
29,0.002913353784704138,99.984,0.40834783300568783,89.95
30,0.0026489159991771763,99.992,0.41234696929967857,89.84
